id_seqFait,id_temps,id_seqEmployee,id_seqClient,nb_commandes_livrees,nb_commandes_non_livrees
550,11,31,83,1,0
551,11,32,83,1,0
552,11,33,83,1,0
553,11,34,83,1,0
554,11,35,83,1,0
555,11,36,83,1,0
556,11,37,83,1,0
557,11,38,83,1,0
558,12,39,75,1,0
559,12,40,75,1,0
560,12,41,75,1,0
561,12,42,75,1,0
562,12,24,14,1,0
563,12,25,14,1,0
564,12,26,14,1,0
565,12,27,14,1,0
566,12,28,14,1,0
567,12,1,41,1,0
568,12,2,41,1,0
569,12,17,62,1,0
570,12,18,62,1,0
571,12,19,62,1,0
572,12,20,62,1,0
573,12,21,62,1,0
574,12,22,62,1,0
575,12,23,62,1,0
576,12,14,37,1,0
577,12,15,37,1,0
578,12,16,37,1,0
579,12,1,91,1,0
580,12,2,91,1,0
581,12,10,36,1,0
582,12,11,36,1,0
583,12,12,36,1,0
584,12,13,36,1,0
585,12,1,51,1,0
586,12,2,51,1,0
587,12,1,72,1,0
588,12,2,72,1,0
589,12,17,24,1,0
590,12,18,24,1,0
591,12,19,24,1,0
592,12,20,24,1,0
593,12,21,24,1,0
594,12,22,24,1,0
595,12,23,24,1,0
596,12,3,61,1,0
597,12,4,61,1,0
598,12,5,61,1,0
599,12,6,61,1,0
600,12,7,61,1,0
601,12,8,61,1,0
602,12,9,61,1,0
603,12,39,37,1,0
604,12,40,37,1,0
605,12,41,37,1,0
606,12,42,37,1,0
607,12,10,46,1,0
608,12,11,46,1,0
609,12,12,46,1,0
610,12,13,46,1,0
611,12,14,20,1,0
612,12,15,20,1,0
613,12,16,20,1,0
614,12,39,4,1,0
615,12,40,4,1,0
616,12,41,4,1,0
617,12,42,4,1,0
618,12,10,5,1,0
619,12,11,5,1,0
620,12,12,5,1,0
621,12,13,5,1,0
622,12,1,75,1,0
623,12,2,75,1,0
624,12,43,21,1,0
625,12,44,21,1,0
626,12,45,21,1,0
627,12,46,21,1,0
628,12,47,21,1,0
629,12,48,21,1,0
630,12,49,21,1,0
631,12,1,70,1,0
632,12,2,70,1,0
633,12,3,72,1,0
634,12,4,72,1,0
635,12,5,72,1,0
636,12,6,72,1,0
637,12,7,72,1,0
638,12,8,72,1,0
639,12,9,72,1,0
640,12,14,10,1,0
641,12,15,10,1,0
642,12,16,10,1,0
643,12,24,20,1,0
644,12,25,20,1,0
645,12,26,20,1,0
646,12,27,20,1,0
647,12,28,20,1,0
648,12,10,17,1,0
649,12,11,17,1,0
650,12,12,17,1,0
651,12,13,17,1,0
652,12,3,59,1,0
653,12,4,59,1,0
654,12,5,59,1,0
655,12,6,59,1,0
656,12,7,59,1,0
657,12,8,59,1,0
658,12,9,59,1,0
659,12,1,71,1,0
660,12,2,71,1,0
661,12,1,36,1,0
662,12,2,36,1,0
663,12,24,35,1,0
664,12,25,35,1,0
665,12,26,35,1,0
666,12,27,35,1,0
667,12,28,35,1,0
668,12,1,25,1,0
669,12,2,25,1,0
670,12,17,60,1,0
671,12,18,60,1,0
672,12,19,60,1,0
673,12,20,60,1,0
674,12,21,60,1,0
675,12,22,60,1,0
676,12,23,60,1,0
677,12,3,71,1,0
678,12,4,71,1,0
679,12,5,71,1,0
680,12,6,71,1,0
681,12,7,71,1,0
682,12,8,71,1,0
683,12,9,71,1,0
684,12,39,83,1,0
685,12,40,83,1,0
686,12,41,83,1,0
687,12,42,83,1,0
688,13,1,19,1,0
689,13,2,19,1,0
690,13,1,65,1,0
691,13,2,65,1,0
692,13,39,20,1,0
693,13,40,20,1,0
694,13,41,20,1,0
695,13,42,20,1,0
696,13,14,20,2,0
697,13,15,20,2,0
698,13,16,20,2,0
699,13,3,49,1,0
700,13,4,49,1,0
701,13,5,49,1,0
702,13,6,49,1,0
703,13,7,49,1,0
704,13,8,49,1,0
705,13,9,49,1,0
706,13,1,47,1,0
707,13,2,47,1,0
708,13,29,62,1,0
709,13,30,62,1,0
710,13,31,62,1,0
711,13,32,62,1,0
712,13,33,62,1,0
713,13,34,62,1,0
714,13,35,62,1,0
715,13,36,62,1,0
716,13,37,62,1,0
717,13,38,62,1,0
718,13,3,56,1,0
719,13,4,56,1,0
720,13,5,56,1,0
721,13,6,56,1,0
722,13,7,56,1,0
723,13,8,56,1,0
724,13,9,56,1,0
725,13,39,23,1,0
726,13,40,23,1,0
727,13,41,23,1,0
728,13,42,23,1,0
729,13,10,54,1,0
730,13,11,54,1,0
731,13,12,54,1,0
732,13,13,54,1,0
733,13,10,10,1,0
734,13,11,10,1,0
735,13,12,10,1,0
736,13,13,10,1,0
737,13,43,10,1,0
738,13,44,10,1,0
739,13,45,10,1,0
740,13,46,10,1,0
741,13,47,10,1,0
742,13,48,10,1,0
743,13,49,10,1,0
744,13,39,87,2,0
745,13,40,87,2,0
746,13,41,87,2,0
747,13,42,87,2,0
748,13,10,41,1,0
749,13,11,41,1,0
750,13,12,41,1,0
751,13,13,41,1,0
752,13,3,21,1,0
753,13,4,21,1,0
754,13,5,21,1,0
755,13,6,21,1,0
756,13,7,21,1,0
757,13,8,21,1,0
758,13,9,21,1,0
759,13,10,36,1,0
760,13,11,36,1,0
761,13,12,36,1,0
762,13,13,36,1,0
763,13,14,73,1,0
764,13,15,73,1,0
765,13,16,73,1,0
766,13,14,63,1,0
767,13,15,63,1,0
768,13,16,63,1,0
769,13,14,68,1,0
770,13,15,68,1,0
771,13,16,68,1,0
772,13,10,88,1,0
773,13,11,88,1,0
774,13,12,88,1,0
775,13,13,88,1,0
776,13,39,61,1,0
777,13,40,61,1,0
778,13,41,61,1,0
779,13,42,61,1,0
780,13,3,27,1,0
781,13,4,27,1,0
782,13,5,27,1,0
783,13,6,27,1,0
784,13,7,27,1,0
785,13,8,27,1,0
786,13,9,27,1,0
787,13,24,31,1,0
788,13,25,31,1,0
789,13,26,31,1,0
790,13,27,31,1,0
791,13,28,31,1,0
792,13,29,51,1,0
793,13,30,51,1,0
794,13,31,51,1,0
795,13,32,51,1,0
796,13,33,51,1,0
797,13,34,51,1,0
798,13,35,51,1,0
799,13,36,51,1,0
800,13,37,51,1,0
801,13,38,51,1,0
802,13,24,41,1,0
803,13,25,41,1,0
804,13,26,41,1,0
805,13,27,41,1,0
806,13,28,41,1,0
807,13,14,29,1,0
808,13,15,29,1,0
809,13,16,29,1,0
810,13,14,59,1,0
811,13,15,59,1,0
812,13,16,59,1,0
813,13,29,66,1,0
814,13,30,66,1,0
815,13,31,66,1,0
816,13,32,66,1,0
817,13,33,66,1,0
818,13,34,66,1,0
819,13,35,66,1,0
820,13,36,66,1,0
821,13,37,66,1,0
822,13,38,66,1,0
823,13,10,37,1,0
824,13,11,37,1,0
825,13,12,37,1,0
826,13,13,37,1,0
827,13,14,10,1,0
828,13,15,10,1,0
829,13,16,10,1,0
830,13,10,75,1,0
831,13,11,75,1,0
832,13,12,75,1,0
833,13,13,75,1,0
834,14,10,60,1,0
835,14,11,60,1,0
836,14,12,60,1,0
837,14,13,60,1,0
838,14,10,24,1,0
839,14,11,24,1,0
840,14,12,24,1,0
841,14,13,24,1,0
842,14,39,16,1,0
843,14,40,16,1,0
844,14,41,16,1,0
845,14,42,16,1,0
846,14,10,7,2,0
847,14,11,7,2,0
848,14,12,7,2,0
849,14,13,7,2,0
850,14,39,87,2,0
851,14,40,87,2,0
852,14,41,87,2,0
853,14,42,87,2,0
854,14,10,79,1,0
855,14,11,79,1,0
856,14,12,79,1,0
857,14,13,79,1,0
858,14,24,51,1,0
859,14,25,51,1,0
860,14,26,51,1,0
861,14,27,51,1,0
862,14,28,51,1,0
863,14,14,71,1,0
864,14,15,71,1,0
865,14,16,71,1,0
866,14,10,55,1,0
867,14,11,55,1,0
868,14,12,55,1,0
869,14,13,55,1,0
870,14,10,20,1,0
871,14,11,20,1,0
872,14,12,20,1,0
873,14,13,20,1,0
874,14,39,66,1,0
875,14,40,66,1,0
876,14,41,66,1,0
877,14,42,66,1,0
878,14,10,5,2,0
879,14,11,5,2,0
880,14,12,5,2,0
881,14,13,5,2,0
882,14,24,79,1,0
883,14,25,79,1,0
884,14,26,79,1,0
885,14,27,79,1,0
886,14,28,79,1,0
887,14,14,67,1,0
888,14,15,67,1,0
889,14,16,67,1,0
890,14,14,64,1,0
891,14,15,64,1,0
892,14,16,64,1,0
893,14,39,84,1,0
894,14,40,84,1,0
895,14,41,84,1,0
896,14,42,84,1,0
897,14,14,63,1,0
898,14,15,63,1,0
899,14,16,63,1,0
900,14,39,71,1,0
901,14,40,71,1,0
902,14,41,71,1,0
903,14,42,71,1,0
904,14,1,4,1,0
905,14,2,4,1,0
906,14,14,41,1,0
907,14,15,41,1,0
908,14,16,41,1,0
909,14,39,39,1,0
910,14,40,39,1,0
911,14,41,39,1,0
912,14,42,39,1,0
913,14,3,39,1,0
914,14,4,39,1,0
915,14,5,39,1,0
916,14,6,39,1,0
917,14,7,39,1,0
918,14,8,39,1,0
919,14,9,39,1,0
920,14,29,76,1,0
921,14,30,76,1,0
922,14,31,76,1,0
923,14,32,76,1,0
924,14,33,76,1,0
925,14,34,76,1,0
926,14,35,76,1,0
927,14,36,76,1,0
928,14,37,76,1,0
929,14,38,76,1,0
930,14,14,84,1,0
931,14,15,84,1,0
932,14,16,84,1,0
933,14,39,24,1,0
934,14,40,24,1,0
935,14,41,24,1,0
936,14,42,24,1,0
937,14,1,46,1,0
938,14,2,46,1,0
939,15,3,16,1,0
940,15,4,16,1,0
941,15,5,16,1,0
942,15,6,16,1,0
943,15,7,16,1,0
944,15,8,16,1,0
945,15,9,16,1,0
946,15,17,76,1,0
947,15,18,76,1,0
948,15,19,76,1,0
949,15,20,76,1,0
950,15,21,76,1,0
951,15,22,76,1,0
952,15,23,76,1,0
953,15,14,28,1,0
954,15,15,28,1,0
955,15,16,28,1,0
956,15,1,83,1,0
957,15,2,83,1,0
958,15,14,15,1,0
959,15,15,15,1,0
960,15,16,15,1,0
961,15,39,49,1,0
962,15,40,49,1,0
963,15,41,49,1,0
964,15,42,49,1,0
965,15,10,39,1,0
966,15,11,39,1,0
967,15,12,39,1,0
968,15,13,39,1,0
969,15,1,89,1,0
970,15,2,89,1,0
971,15,14,9,1,0
972,15,15,9,1,0
973,15,16,9,1,0
974,15,3,11,1,0
975,15,4,11,1,0
976,15,5,11,1,0
977,15,6,11,1,0
978,15,7,11,1,0
979,15,8,11,1,0
980,15,9,11,1,0
981,15,39,72,1,0
982,15,40,72,1,0
983,15,41,72,1,0
984,15,42,72,1,0
985,15,1,38,1,0
986,15,2,38,1,0
987,15,17,58,1,0
988,15,18,58,1,0
989,15,19,58,1,0
990,15,20,58,1,0
991,15,21,58,1,0
992,15,22,58,1,0
993,15,23,58,1,0
994,15,43,76,1,0
995,15,44,76,1,0
996,15,45,76,1,0
997,15,46,76,1,0
998,15,47,76,1,0
999,15,48,76,1,0
1000,15,49,76,1,0
1001,15,39,35,1,0
1002,15,40,35,1,0
1003,15,41,35,1,0
1004,15,42,35,1,0
1005,15,17,60,1,0
1006,15,18,60,1,0
1007,15,19,60,1,0
1008,15,20,60,1,0
1009,15,21,60,1,0
1010,15,22,60,1,0
1011,15,23,60,1,0
1012,15,3,84,1,0
1013,15,4,84,1,0
1014,15,5,84,1,0
1015,15,6,84,1,0
1016,15,7,84,1,0
1017,15,8,84,1,0
1018,15,9,84,1,0
1019,15,10,65,1,0
1020,15,11,65,1,0
1021,15,12,65,1,0
1022,15,13,65,1,0
1023,15,24,23,1,0
1024,15,25,23,1,0
1025,15,26,23,1,0
1026,15,27,23,1,0
1027,15,28,23,1,0
1028,15,39,67,1,0
1029,15,40,67,1,0
1030,15,41,67,1,0
1031,15,42,67,1,0
1032,15,1,43,1,0
1033,15,2,43,1,0
1034,15,29,89,1,0
1035,15,30,89,1,0
1036,15,31,89,1,0
1037,15,32,89,1,0
1038,15,33,89,1,0
1039,15,34,89,1,0
1040,15,35,89,1,0
1041,15,36,89,1,0
1042,15,37,89,1,0
1043,15,38,89,1,0
1044,15,10,11,1,0
1045,15,11,11,1,0
1046,15,12,11,1,0
1047,15,13,11,1,0
1048,15,14,47,1,0
1049,15,15,47,1,0
1050,15,16,47,1,0
1051,15,1,35,1,0
1052,15,2,35,1,0
1053,15,3,62,1,0
1054,15,4,62,1,0
1055,15,5,62,1,0
1056,15,6,62,1,0
1057,15,7,62,1,0
1058,15,8,62,1,0
1059,15,9,62,1,0
1060,15,39,25,1,0
1061,15,40,25,1,0
1062,15,41,25,1,0
1063,15,42,25,1,0
1064,15,24,59,1,0
1065,15,25,59,1,0
1066,15,26,59,1,0
1067,15,27,59,1,0
1068,15,28,59,1,0
1069,15,29,35,1,0
1070,15,30,35,1,0
1071,15,31,35,1,0
1072,15,32,35,1,0
1073,15,33,35,1,0
1074,15,34,35,1,0
1075,15,35,35,1,0
1076,15,36,35,1,0
1077,15,37,35,1,0
1078,15,38,35,1,0
1079,15,39,28,1,0
1080,15,40,28,1,0
1081,15,41,28,1,0
1082,15,42,28,1,0
1083,16,10,10,1,0
1084,16,11,10,1,0
1085,16,12,10,1,0
1086,16,13,10,1,0
1087,16,14,41,1,0
1088,16,15,41,1,0
1089,16,16,41,1,0
1090,16,14,15,1,0
1091,16,15,15,1,0
1092,16,16,15,1,0
1093,16,10,42,1,0
1094,16,11,42,1,0
1095,16,12,42,1,0
1096,16,13,42,1,0
1097,16,29,81,1,0
1098,16,30,81,1,0
1099,16,31,81,1,0
1100,16,32,81,1,0
1101,16,33,81,1,0
1102,16,34,81,1,0
1103,16,35,81,1,0
1104,16,36,81,1,0
1105,16,37,81,1,0
1106,16,38,81,1,0
1107,16,29,44,1,0
1108,16,30,44,1,0
1109,16,31,44,1,0
1110,16,32,44,1,0
1111,16,33,44,1,0
1112,16,34,44,1,0
1113,16,35,44,1,0
1114,16,36,44,1,0
1115,16,37,44,1,0
1116,16,38,44,1,0
1117,16,39,35,1,0
1118,16,40,35,1,0
1119,16,41,35,1,0
1120,16,42,35,1,0
1121,16,14,46,1,0
1122,16,15,46,1,0
1123,16,16,46,1,0
1124,16,24,41,1,0
1125,16,25,41,1,0
1126,16,26,41,1,0
1127,16,27,41,1,0
1128,16,28,41,1,0
1129,16,43,6,1,0
1130,16,44,6,1,0
1131,16,45,6,1,0
1132,16,46,6,1,0
1133,16,47,6,1,0
1134,16,48,6,1,0
1135,16,49,6,1,0
1136,16,3,58,1,0
1137,16,4,58,1,0
1138,16,5,58,1,0
1139,16,6,58,1,0
1140,16,7,58,1,0
1141,16,8,58,1,0
1142,16,9,58,1,0
1143,16,24,37,1,0
1144,16,25,37,1,0
1145,16,26,37,1,0
